"Zoltan, Anne","Annie: the female experience / Anne Zoltan","HQ29 .Z64 1973"
"Wen, Julie Jie","Tourism and China's development : policies, regional economic growth and ecotourism / Julie Jie Wen, Clement A. Tisdell","G155.C55 W46 2001"
"Itakura, Hiroko","Conversational dominance and gender : a study of Japanese speakers in first and second language contexts / Hiroko Itakura","PL640.5 .I83 2001"
"Butterfield, Suzanne K","Color palettes : atmospheric interiors using the Donald Kaufman color collection / by Suzanne Butterfield   major photography by Peter Margonelli   additional photography by Fernando Bengoechea   text by Jacqueline Goewey","NK2115.5.C6 B88 1998"
"Nayeem, M. A","The rock art of Arabia : Saudi Arabia, Oman, Qatar, The Emirates & Yemen / Muhammed Abdul Nayeem","GN855.A72 M84 2000"
"","Opening lines : approaches to the scholarship of teaching and learning / Pat Hutchings, editor","LB2331 .O58 2000"
"","Topografisk atlas Grønland / redaktion, Bjarne Holm Jakobsen ... [et al.]","G743 .T67 2000"
"","Western North Atlantic Palaeogene and Cretaceous palaeoceanography / edited by Dick Kroon, R.D. Norris and A. Klaus","QE39.5.P25 W48 2001"
"","Interpretationum vergilianarum minorum indices / curaverunt Iosepha Barabino, Antonius V. Nazzaro, Antonius Scivoletto","PA6823 .A22 2000"
"Hawkins, Spike","250 grams of poetry / Spike Hawkins","PR6058.A888 A62 2001"
"Green, James H. (James Harry)","The Dow Jones-Irwin handbook of telecommunications / James Harry Green","TK5101 .G723 1986"
"Gregory, of Rimini, d. 1358","Lectura super primum et secundum Sententiarum; Gregorii Ariminensis OESA Lectura super primum et secundum Sententiarum / ediderunt A. Damasus Trapp et Venício Marcolino","BX1749.G73 L43 1981"
"Ford, Norman M","When did I begin? : conception of the human individual in history, philosophy and science / Norman M. Ford","BD450 .F626 1991"
"Francis, of Assisi, Saint, 1182-1226","Selections. 1989; Die Opuscula des hl. Franziskus von Assisi : neue textkritische Editon [sic] / [herausgegeben von] Kajetan Esser","BX890 .F6668 1989"
"Anonymus, Magister artium, fl. 1245-1250","Lectura in librum De anima : a quodam discipulo reportata : (Ms. Roma Naz. V. E. 828) / Anonymi, Magistri artium   edidit Renatus A. Gauthier","B415 .A95 1985"
"Nicholas, of Occam, ca. 1245-ca. 1320","Quaestiones disputatae de traductione humanae naturae a primo parente / Nicolai de Ockham   cura et studio Caesaris Saco Alarcón","BT700 .N53 1993"
"Franciscus, de Marchia, 14th cent","Quodlibet : cum quaestionibus selectis : ex commentario in librum sententiarum / Francisci de Marchia   critice editum a Nazareno Mariani","B69 .F73 1997"
"","King Alfred's Old English prose translation of the first fifty Psalms / edited by Patrick P. O'Neill","PR1557 .A16 2001"
"Partida, Elena C","The treasuries at Delphi : an architectural study / by Elena C. Partida","DF261.D35 P37 2000"
"Wulstan, David","The Emperor's old clothes : the rhythm of mediaeval song / by David Wulstan","ML2802 .W85 2001"
"","Machine times / [editorial team, Joke Brouwer and V2_Organisation]","N72.T4 M33 2000"
"Silver, Kenneth E","Making paradise : art, modernity, and the myth of the French Riviera / Kenneth E. Silver","N6849.R5 S55 2001"
"Pfleeger, Shari Lawrence","Solid software / Shari Lawrence Pfleeger, Les Hatton, Charles C. Howell","QA76.76.Q35 P48 2002"
"Lühe, Barbara von der","Die Emigration deutschsprachiger Musikschaffender in das britische Mandatsgebiet Palästina : ihr Beitrag zur Entwicklung des israelischen Rundfunks, der Oper und der Musikpädagogik seit 1933 / Barbara von der Lühe   mit einem Vorwort von Avi Primor","ML345.I8 L75 1999"
"Bätschmann, Oskar, 1943-","Hans Holbein d.J., die Darmstädter Madonna : Original gegen Fälschung / von Oskar Bätschmann und Pascal Griener","ND588.H7 A7 1998"
"Damm, Sigrid","Christiane und Goethe : eine Recherche / Sigrid Damm","PT2086 .D35 1998"
"","Governance : South Asian perspectives / editor, Hasnat Abdul Hye","JS6970 .G68 2001"
"","Handbook of pragmatics. 1999 installment / Jef Verschueren ... [et al.]","P99.4.P72 H36 1999 Suppl"
"Marck, Jeffrey C., 1949-","Topics in Polynesian language and culture history / Jeff Marck","PL6401 .M37 2000"
"Dogaer, Georges","Flemish miniature painting in the 15th and 16th centuries / Georges Dogaer   [translated by Anna E.C. Simoni and others   preface by James H. Marrow]","ND3171 .W52 1987"
"Meiss, Millard","The Master of the Breviary of Jean Sans Peur and the Limbourgs","ND3365.A1 M4 1970"
"","Probing the physics of active galactic nuclei by multiwavelength monitoring : proceedings of the meeting held at NASA's Goddard Space Flight Center, Greenbelt, Maryland, USA, 20-22 June 2000 / edited by Bradley M. Peterson, Ronald S. Polidan and Richard W. Pogge","QB858.3 .P762 2001"
"","Dietary reference intakes : proposed definition of dietary fiber / a report of the Panel on the Definition of Dietary Fiber and the Standing Committee on the Scientific Evaluation of Dietary Reference Intakes, Food and Nutrition Board, Institute of Medicine","TX553.F53 D54 2001"
"National Research Council (U.S.). Physics Survey Overview Committee","Physics in a new era : an overview / Physics Survey Overview Committee, Board on Physics and Astronomy, Division on Engineering and Physical Sciences, National Research Council","QC44 .N36 2001"
"Raskin, Jamin B","We the students : Supreme Court decisions for and about students / Jamin B. Raskin","KF4150.A7 R37 2000"
"Haile, Dadimos","Accountability for crimes of the past and the challenges of criminal procecutions : the case of Ethiopia / Dadimos Haile","JC599.E8 H34 2000"
"Macintyre, Christine","Dyspraxia 5-11 : a practical guide / Christine Macintyre","RJ496.A63 M336 2001"
"","Foundation and destruction, Nikopolis and Northwestern Greece : the archaeological evidence for the city destructions, the foundation of Nikopolis and the synoecism / edited by Jacob Isager","DS156.N55 F68 2001"
"","Grundtvig in international perspective : studies in the creativity of interaction / edited by A.M. Allchin ... [et al.]","BX8080.G76 G785 2000"
"Nesbett, Peter T","Jacob Lawrence : the complete prints, 1963-2000 : a catalogue raisonné / Peter T. Nesbett   with an essay by Patricia Hills","NE539.L29 A4 2001"
"Na.sir-i Khusraw, 1004-ca. 1088","Poems. English. Selections; Make a shield from wisdom : selected verses from Na.sir-i Khusraw's Divan / translated and introduced by Annemarie Schimmel","PK6495.N3 A26 2001"
"","Shifting horizons : women's landscape photography now / edited by Liz Wells, Kate Newton, and Catherine Fehily","TR660.5 .S56 2000"
"Stewart, Charles","The symbolic impetus : how creative fantasy motivates development / Charles Stewart","BF723.S94 S84 2001"
"Peters, Kirsten","Der Kindsmord als schöne Kunst betrachtet : eine motivgeschichtliche Untersuchung der Literatur des 18. Jahrhunderts / Kirsten Peters","PT289 .P477 2001"
"Mauthner, Fritz, 1849-1923","Der neue Ahasver : Roman aus Jung-Berlin / Fritz Mauthner   Herausgegeben und mit einem Nachwort von Ludger Lütkehaus","PT2625.A843 N4 2001"
"","Diccionario de la música española e hispanoamericana / director y coordinador general, Emilio Casares Rodicio   directores adjuntos, José López-Calo, Ismael Fernández de la Cuesta   secretaria técnica, María Luz González Peña","ML101.S7 D53 1999"
"Zinsser, William Knowlton","On writing well : the classic guide to writing nonfiction / William Zinsser","PE1429 .Z5 2001"
"","Potsdamer Platz : Drehscheibe der Weltstadt / herausgegeben von Günther Bellmann","DD887 .P67 1997"
"Nayhauss, Dirk von, 1965-","Schauplatz Berlin : die Stadt im Zeitraffer / Dirk von Nayhauss","DD881 .N3375 2000"
"Clarke, Mark","The art of all colours : mediaeval recipe books for painters and illuminators / Mark Clarke","ND1510 .C58 2001"
"Tippett, Michael, 1905-","Orchestra music. Selections; Piano concerto [sound recording]   Praeludium   Fantasia on a theme of Handel   Fantasia concertante on a theme of Corelli / Sir Michael Tippett","comdisc 9616"
"","An American in Europe : the photography collection of Baroness Jeane von Oppenheim from the Norton Museum of Art / with essays by James D. Burke and Baroness Jean von Oppenheim   foreword by Christina Orr-Cahall","TR644 .A44 2000"
"Nezval, Vítezslav, 1900-1958","Antilyrika. English; Antilyrik & other poems / Vitezslav Nezval   translated from the Czech by Jerome Rothenberg & Milos Sovak","PG5038.N47 A58 2001"
"Stockley, Andrew","Britain and France at the birth of America : the European powers and the peace negotiations of 1782-1783 / Andrew Stockley","E313 .S76 2001"
"Graham, Dan, 1942-","Dan Graham : works 1965-2000 / [editor, Marianne Brouwer]","N6537.G674 A4 2001"
"Mikhailov, Boris","The Hasselblad award 2000 : Boris Mikhailov / [editor: Gunilla Knape]","TR647.M525 A4 2000"
"Marcussen, Martin","Ideas and elites : the social construction of economic and monetary union / Martin Marcussen","HG925 .M37 2000"
"Fee, James","James Fee","TR647.F44 A4 2001"
"Olafur Eliasson, 1967-","Olafur Eliasson : your only real thing is time","TR647 .O43 2001"
"Barrow, Steve, 1945-","Reggae : the rough guide / written by Steve Barrow and Peter Dalton   photographs by Adrian Boot ... [et al.]","ML3532 .B37 2001"
"Kruchenykh, A. (Aleksei), 1886-1969?","Suicide circus : selected poems / by Alexei Kruchenykh   translated from the Russian by Jack Hirschman, Alexander Kohav & Venyamin Tseytlin, with an introduction by Jack Hirschman and a preface and notes by Guy Bennett","PG3476.K76 S84 2001"
"","Understanding the Bengal Muslims : interpretative essays / edited by Rafiuddin Ahmed","DS485.B4512 M88 2001"
"Adams, Gerry, 1948-","An Irish journal / Gerry Adams","DA990.U452 A333 2001"
"","Brazil : body & soul / edited by Edward J. Sullivan   curated by Edward Sullivan ... [et al.]","N6650 .B7 2001"
"Vanhoonacker, Sophie","The Bush administration (1989-1993) and the development of a European security identity / Sophie Vanhoonacker","UA646 .V364 2001"
"Altman, Joseph, 1925-","Development of the human spinal cord : an interpretation based on experimental studies in animals / Joseph Altman, Shirley A. Bayer","QP371 .A48 2001"
"Tillessen, Peter, 1969-","Gold / [photographs] Peter Tillessen   [text, Ulf Erdmann Ziegler]","TR654 .T542 2000"
"","Humanities and the health sciences : a collaborative project for faculty development and curricular revision : a Puerto Rican experience / edited by Leonides Santos y Vargas, Jorge J. Ferrer, Bruno M. Damiani","R702 .H85 2001"
"","Isabella Whitney, Mary Sidney and Aemelia Lanyer : Renaissance women poets / Isabella Whitney, Mary Sidney and Aemelia Lanyer   edited by Danielle Clarke","PR1207 .I83 2000"
"","Life goals and well-being : towards a positive psychology of human striving / Peter Schmuck & Kennon M. Sheldon, editors   with a foreword by Mihaly Csikszentmihalyi","BF505.G6 L54 2001"
"Albrecht, Donald","Russel Wright : creating American lifestyle / Donald Albrecht, Robert Schonfeld, Lindsay Stamm Shapiro","NK1412.W75 A4 2001"
"Proddow, Penny","Bejeweled : great designers, celebrity style / Penny Proddow, Marion Fasel","NK7310 .P76 2001"
"","Pearls : a natural history / Neil H. Landman ... [et al.]","QL430.7.P77 P43 2001"
"Sklar, Robert","A world history of film / Robert Sklar","PN1993.5.A1 S55 2002"
"Frankel, Susannah","Visionaries : interviews with fashion designers / Susannah Frankel","TT505.A1 F73 2001"
"Ahnert, Frank O., 1927-","Einführung in die Geomorphologie. English; Introduction to geomorphology / Frank Ahnert","GB402 .A4613 1998"
"Bloom, Ken, 1949-","American song : the complete companion to Tin Pan Alley song / Ken Bloom","ML128.P63 B55 2001"
"","Geocomputational modelling : techniques and applications / Manfred M. Fischer, Lee Leung, editors","G70.2 .G4325 2001"
"Chrisman, Nicholas R","Exploring geographic information systems / Nicholas Chrisman","G70.212 .C48 2002"
"","Ohne Leitbild?--Städtebau in Deutschland und Europa / herausgegeben von Heidede Becker, Johann Jessen, Robert Sander","NA9199 .O38 1999"
"Shahrastani, Mu.hammad ibn `Abd al-Karim, 1086?-1153","Struggling with the philosopher : a refutation of Avicenna's metaphysics / a new Arabic edition and English translation of Mo.hammed b. `Abd al-Karim b. A.hmad al-Shahrastani's Kitab al-Mu.sara`a by Wilferd Madelung and Toby Mayer","B751.A4 E5 2001"
"","Getting to know ArcView GIS : the geographic information system (GIS) for everyone","G70.212 .G49 1999"
"","Building and sustaining digital collections : models for libraries and museums","Z681.3.D53 B85 2001"
"Jewell, Timothy D","Selection and presentation of commercially available electronic resources : issues and practices / by Timothy D. Jewell","ZA4050 .J49 2001"
"American Institute of Chemical Engineers. Equipment Testing Procedures Committee","Mixing equipment : impeller type / prepared by the Equipment Testing Procedures Committee of the American Institute of Chemical Engineers","TP156.M5 A44 2001"
"Goldreich, Oded","Foundations of cryptography : basic tools / Oded Goldreich","QA268 .G5745 2001"
"Dyson, Michael Eric","Holler if you hear me : searching for Tupac Shakur / Michael Eric Dyson","ML420.S529 D97 2001"
"Fuller, R. Buckminster (Richard Buckminster), 1895-","Your private sky : discourse / R. Buckminster Fuller   edited [with an introduction and commentary] by Joachim Krausse, Claude Lichtenstein","TA140.F9 A3 2001"
"","Assessing the TMDL approach to water quality management / Committee to Assess the Scientific Basis of the Total Maximum Daily Load Approach to Water Pollution Reduction, Water Science and Technology Board, Division on Earth and Life Sciences, National Research Council","TD423 .A87 2001"
"","Nontechnical strategies to reduce children's exposure to inappropriate material on the internet : summary of a workshop / Committee to Study Tools and Strategies for Protecting Kids from Pornography and Their Applicability to Other Inappropriate Internet Content, Board on Children, Youth, and Families, and Computer Science and Telecommunications Board, Division of Behavioral and Social Sciences and Education, and Division on Engineering and Physical Sciences, National Research Council, and Institute of Medicine   Joah G. Iannotta, editor","HQ784.I58 N6 2001"
"","Advanced powertrain and engine technology","TL260 .A36 2001"
"","Fuel cells and alternative fuels/energy systems","TL214.F8 F83 2001"
"","Schweizerische/Alemannische Perpektiven der neunziger Jahre = Swiss/Alemannic perspectives of the nineties / Peter Pabisch, Herausgeber/editor","DQ208 .S39 2000"
"","Identity in dispersion : selected memoirs from Latin American Jews / edited by Leon Klenicki   translated by Donald W. Bleznick","F1419.J4 I34 2000"
"Studwell, William E. (William Emmett), 1936-","Lest we forget : a chronological historical survey of some of the most notable songs of the first half of the 20th century / by William E. Studwell","ML2811 .S78 2001"
"Onishi, Aiko","Pianism / Aiko Onishi","MT220 .O64 1994"
"","Assessing the value of information superiority for ground forces : proof of concept / Dan Gonzales ... [et al.]","U393.5 .A77 2001"
"Rudenstine, Neil L","Pointing our thoughts : reflections on Harvard and higher education, 1991-2001 / Neil L. Rudenstine   foreword by Hanna Holborn Gray","LD2149 .R83 2001"
"","Comparare i comparatismi : la comparatistica letteraria oggi in Europa e nel mondo / a cura di Armando Gnisci, Franca Sinopoli","PN858 .C6395 1995"
"Asor Rosa, Alberto","Genus italicum : saggi sulla identità letteraria italiana nel corso del tempo / Alberto Asor Rosa","PQ4037 .A825 1997"
"Bertoni, Federico","Il testo a quattro mani : per una teoria della lettura / Federico Bertoni","PN45 .B42316 1996"
"Briosi, Sandro, 1941-","Simbolo / Sandro Briosi","PN56.S9 B75 1998"
"Corti, Maria","Per una enciclopedia della comunicazione letteraria / Maria Corti","PN45 .C653 1997"
"Curi, Fausto, 1930-","Tra mimesi e metafora : studi su Marinetti e il futurismo / Fausto Curi","PQ4829.A76 Z6 1995"
"Ferroni, Giulio, 1943-","Dopo la fine : sulla condizione postuma della letteratura / Giulio Ferroni","PN441 .F36 1996"
"Ferroni, Giulio, 1943-","La scena intellettuale : tipi italiani / Giulio Ferroni","DG451 .F47 1998"
"Lavagetto, Mario","Freud, la letteratura e altro / Mario Lavagetto","BF173.F85 L32 1985"
"Ponzio, Augusto","Scrittura, dialogo, alterità : tra Bachtin e Lévinas / Augusto Ponzio","P106 .P634 1994"
"Raimondi, Ezio","Ermeneutica e commento : teoria e pratica dell'interpretazione del testo letterario / Ezio Raimondi","PQ4005 .R28 1990"
"","Aspetti musicali : musikhistorische Dimensionen Italiens 1600 bis 2000 : Festschrift für Dietrich Kämper zum 65. Geburtstag / herausgegeben von Norbert Bolin, Christoph von Blumröder und Imke Misch","ML290 .A774 2001"
"","Dynamics and chemistry of hydrometeors : final report of the Collaborative Research Centre 233  Dynamik und Chemie der Hydrometeore  / edited by Ruprecht Jaenicke","GB2805 .D95 2001"
"Croswell, Ken","The universe at midnight : observations illuminating the cosmos / Ken Croswell","QB981 .C884 2001"
"Boren, Mark Edelman","Student resistance : a history of the unruly subject / Mark Edelman Boren","LB3610 .B665 2001"
"","Teaching science in diverse settings : marginalized discourses and classroom practice / edited by Angela Calabrese Barton & Margery D. Osborne","LB1585 .T44 2001"
"Acosta, Agustín, b. 1886","Hermanita : poemas /  Agustin Acosta","PQ7389.A468 H4 1923"
"Guillén, Nicolás, 1902-","West Indies, Ltd.  poemas /  Nicolas Guillen","PQ7389.G84 W4 1934"
"Guillén, Nicolás, 1902-","Cantos para soldados y sones para turistas  prólogo de Juan Marinello","PQ7389.G84 C3 1937"
"Labrador Ruiz, Enrique","El gallo en el espejo. Ilus. de J. L. Horstman","PQ7389.L2 G3 1953"
"Labrador Ruiz, Enrique","Cuentos /  Enrique Labrador Ruiz","PQ7389.L2 C8 1970"
"Jenks, Rod","The contribution of Socratic method and Plato's theory of truth to Plato scholarship / Rod Jenks","B398.T78 J46 2001"
"Hanson, Victor Davis","Bonfire of the humanities : rescuing the classics in an impoverished age / Victor Davis Hanson, John Heath, Bruce S. Thornton","LC1011 .H257 2001"
"Mitjans, Aurelio, 1862-1889","Estudio sobre el movimiento científico y literario de Cuba: Obra postuma / Aurelio Mitjans   publicada por suscricion popular","PQ7371 .M5 1890"
"Lerner, Harriet Goldhor","Franny B. Kranny, there's a bird in your hair! / Harriet Lerner and Susan Goldhor   illustrated by Helen Oxenbury","PZ7.L5595 F7 2000"
"Fraustino, Lisa Rowe","The hickory chair / by Lisa Rowe Fraustino   illustrated by Benny Andrews","PZ7.F8655 H5 2001"
"Dennard, Deborah","Koala country : a story of an Australian eucalyptus forest / by Deborah Dennard   illustrated by James McKinnon","PZ7.D423 K6 2000"
"Zimmerman, Carol A","Impact of new information and communication technologies on transportation agencies : a synthesis of highway practice / Carol A. Zimmerman, John L. Campbell, and Christopher Cluett","TE228.3 .Z56 2001"
"Rich, James, 1952-","Fundamentals of cosmology / James Rich","QB981 .R486 2001"
"","Geographic information systems and science / Paul A. Longley ... [et al.]","G70.212 .G44553 2001"
"Marsh, William M","Environmental geography : science, land use, and earth systems / William M. Marsh, John Grossa, Jr","GE105 .M37 2002"
"Park, Chris C","The environment : principles and applications / Chris Park","GE105 .P37 2001"
"Sheets, Bob","Hurricane watch : forecasting the deadliest storms on Earth / Bob Sheets and Jack Williams","QC944 .S533 2001"
"Artzt, Alice F","Becoming a reflective mathematics teacher : a guide for observations and self-assessment / Alice F. Artzt, Eleanor Armour-Thomas","QA11 .A784 2002"
"Hove, L. van (Léon)","Sur certaines représentations unitaires d'un groupe infini de transformations. English; On certain unitary representations of an infinite group of transformations / by Léon van Hove   translated by Marcus Berg and Cécile DeWitt-Morette","QA601 .H6813 2001"
"Thier, Herbert D","Developing inquiry-based science materials : a guide for educators / Herbert D. Thier with Bennett Daviss","LB1585.3 .T485 2001"
"Misra, Jayadev","A discipline of multiprogramming : programming theory for distributed applications / Jayadev Misra","QA76.6 .M528 2001"
"","AndersonMasonDale Architects : 1975-2000 / [art director, James Pittman   editor, Nora Richter Greer]","NA737.A64 A4 2001"
"Corippus, Flavius Cresconius","Johannis. Italian & Latin; Iohannidos liber III / Flavii Cresconii Corippi   a cura di Chiara O. Tommasi Moreschini","PA6375.C76 J616 2001"
"","The balance of well being [videorecording] : the Alexander technique / [Wellspring Media   distributed by Fox Lorber Associates, Inc.]","videocass 01-102"
"Rabinowitz, Alan, 1953-","Beyond the last village : a journey of discovery in Asia's forbidden wilderness / Alan Rabinowitz","QL84.5.B93 R33 2001"
"Karp, Gerald","Cell and molecular biology : concepts and experiments / Gerald Karp","QH577 .K34 2002"
"","Hybrid spaces : theory, culture, economy / Johannes Angermüller, Katharina Bunzmann, Christina Rauch (eds.)","HM1272 .H917 2000"
"","Information networking in Asia / edited by Hiroaki Higaki, Yoshitaka Shibata, Makoto Takizawa","TK5105.5 .I491 2001"
"Hosack, Walter M","Land development calculations / Walter M. Hosack","HD1390 .H67 2001"
"","Old ties and new solidarities : studies on Philippine communities / edited by Charles J-H Macdonald and Guillermo M. Pesigan","DS664 .O54 2000"
"Wingell, Richard, 1936-","Writing about music : an introductory guide / Richard J. Wingell","ML3797 .W54 2002"
"Jones, Andrew F","Yellow music : media culture and colonial modernity in the Chinese jazz age / Andrew F. Jones","ML3502.C5 J63 2001"
"Williams, Sean, 1959-","The sound of the ancestral ship : highland music of West Java / Sean Williams","ML3758.I53 W55 2001"
"","Perspectives on multiculturalism and gender equity / series and volume editor, Walter G. Secada","QA13 .P468 2000"
"Wiesel, Elie, 1928-","Et la mer n'est pas remplie. English; And the sea is never full : memoirs 1969- / Elie Wiesel   translated from the French by Marion Wiesel","PQ2683.I32 Z52313 1999"
"Knapp, Bettina Liebowitz, 1926-","Voltaire revisited / Bettina L. Knapp","PQ2122 .K63 2000"
"International Symposium on Snow, Avalanches and Impact of the Forest Cover (2000 : Innsbruck, Austria)","Papers from the International Symposium on Snow, Avalanches and Impact of the Forest Cover, Innsbruck, Austria, 22-26 May 2000 / [chief editor, K. Hutter   associate editors, R. Decker ... et al.]","QC926.32 .I58 2000"
"","SUSY 30 : proceedings of the international symposium celebrating 30 years of supersymmetry : Theoretical Physics Institute, University of Minnesota, Minneapolis, MN, USA, 13-27 October 2000 / edited by K.A. Olive, S. Rudaz, and M. Shifman","QC174.17.S9 S9822 2001"
"Stevenson, Jane, 1959-","London bridges / Jane Stevenson","PR6069.T4535 L66 2001"
"Stevenson, Jane, 1959-","Several deceptions / Jane Stevenson","PR6069.T4535 S48 1999"
"Keipert, Helmut, 1941-","Pope, Popovskij und die Popen : zur Entstehungsgeschichte der russischen Übersetzung des  Essay on man  von 1757 / Helmut Keipert","PR3627 .K45 2001"
"","Kunst und Liturgie im Mittelalter : Akten des internationalen Kongresses der Bibliotheca Hertziana und des Nederlands Instituut te Rome, Rom, 28.-30. September 1997 / herausgegeben von Nicolas Bock ... [et al.]","N7850 .K86 2000"
"","Research and development on a salt processing alternative for high-level waste at the Savannah River Site / Committee on Radionuclide Separation Processes for High-Level Waste at the Savannah River Site, Board on Radioactive Waste Management, Board on Chemical Sciences and Technology, Division on Earth and Life Studies, National Research Council","TD898.12.S6 R4 2001"
"Sabadino degli Arienti, Giovanni, d. 1510","Le porretane / [di] Sabadino degli Arienti   a cura di Bruno Basile","PQ4632.S3 P6 1981"
"Erizzo, Sebastiano, 1525-1585","Le sei giornate / Sebastiano Erizzo   a cura di Renzo Bragantini","PQ4621 .E7 1977"
"Ferrazzi, Cecilia, 1609-1684","Autobiografia di una santa mancata : 1609-1664 / Cecilia Ferrazzi   a cura di Anne Jacobson Schutte","BX4705.F48 A3 1990"
"Croce, Giulio Cesare, 1550-1609","Le astuzie di Bertoldo e le semplicità di Bertoldino : seguite dai Dialoghi salomonici / Giulio Cesare Croce   a cura di Piero Camporesi","PQ4621.C8 A6 1993"
"Ferrero, Giuseppe Guido, comp","Lettere del Cinquecento. A cura di Giuseppe Guido Ferrero","PQ4259 .F4 1967"
"","Romanzieri del Seicento / a cura di Martino Capucci","PQ4253.A7 R6"
"Burnette, Wendell","Burnette studio/residence / Wendell Burnette   edited by Oscar Riera Ojeda   introduction by Marwan Al-Sayed","NA737 .B97 2001"
"","Remembering Jim Crow : African Americans tell about life in the segregated South / senior editors, William H. Chafe, Raymond Gavins, Robert Korstad   associate editors, Paul Ortiz ... [et al.]","E185.61 .R4 2001"
"Rock, Howard B., 1944-","Cityscapes : a history of New York in images / Howard B. Rock and Deborah Dash Moore   with the assistance of David Lobenstine","F128.37 .R6 2001"
"Jackson, Shirley, 1916-1965","9 magic wishes / Shirley Jackson   pictures by Miles Hyman","PZ7.J138 Aab 2001"
"McCartney, Linda","Light from within : photojournals / Linda McCartney","TR681.F3 M39 2001"
"Archer, Michael, 1945-","Riversleigh; Australia's lost world : prehistoric animals of Riversleigh / Michael Archer, Suzanne J. Hand, Henk Godthelp","QE758.R58 A73 2000"
"Batten, Mary","The winking, blinking sea : all about bioluminescence / Mary Batten","QH641 .B38 2000"
"","A poke in the I : a collection of concrete poems / selected by Paul Janeczko, illustrated by Chris Raschka","PS593.C63 C66 2001"
"Simon, Seymour","Animals nobody loves / Seymour Simon","QL100 .S58 2001"
"","Frontiers of life / [advisory board editorial directors, David Baltimore ... [et al.]]","QH302.5 .F76 2002"
"Moats, Louisa Cook","Speech to print : language essentials for teachers / by Louisa Cook Moats","LB1576 .M55 2000"
"Wollscheid, Achim","Achim Wollscheid : selected works / [Achim Wollscheid]","NX550.Z9 W65 2001"
"","Fields of influence : conjunctions of artists and scientists, 1815-1860 / edited by James Hamilton","N72.S3 F54 2001"
"International Conference on Cognitive Modeling (4th : 2001: Fairfax, Va.)","Proceedings of the 2001 Fourth International Conference on Cognitive Modeling, July 26-28, 2001 George Mason University Fairfax, Virgiania, USA / Erik M. Altmann ... [et al.]","BF311 .I574 2001"
"Beissel, Henry","Inuk. English & French; Inuk : a play / by Henry Beissel = Inuk / traduction, Arlette Francière","PR9199.3.B377 I58 2001"
"Darbasie, Nigel, 1950-","A map of the island : poems / Nigel Darbasie","PR9199.4.D265 M257 2001"
"","Media_City Seoul 2000 : media art 2000, escape : city vision, clip city : subway project, public furniture","N6494.V53 M42 2000"
"Dunbar, Andrea","Rita, Sue and Bob too / by Andrea Dunbar. A state affair / by Robin Soans","PR6054.U45758 R58 2000"
"International Symposium and Euroconference on Tubular Structures (9th : 2001 : Dusseldorf, Germany)","Tubular structures IX : proceedings of the Ninth International Symposium and Euroconference on Tubular Structures, Dusseldorf, Germany, 3-5, April 2001 / edited by R. Puthli & S. Herion","TA684 .I59 2001"
"Castillo, David R., 1967-","(A)wry views : anamorphosis, Cervantes, and the early picaresque / David R. Castillo","PQ6147.P5 C38 2001"
"Schwab, Peter, 1940-","Africa, a continent self-destructs / Peter Schwab","HC800 .S389 2001"
"Ramke, Bin, 1947-","Airs, waters, places : poems / by Bim Ramke","PS3568.A446 A68 2001"
"","Almajiri : a new African poetry / [compiled by] Abdul-Rasheed Na'allah","PL8014.N62 A45 2001"
"","American Catholics : gender, generation, and commitment / William V. D'Antonio ... [et al.]","BX1406.2 .A645 2001"
"Koestenbaum, Wayne","Andy Warhol / Wayne Koestenbaum","N6537.W28 K64 2001"
"Nemeth, Charles P., 1951-","Aquinas in the courtroom : lawyers, judges, and judicial conduct / Charles P. Nemeth","K447.T45 N46 2001"
"Beard, William, 1946-","The artist as monster : the cinema of David Cronenberg / William Beard","PN1998.3.C75 B43 2001"
"Mackey, Nathaniel, 1947-","Atet, A.D. / Nathaniel Mackey","PS3563.A3166 A94 2001"
"Grooms, Anthony","Bombingham : a novel / Anthony Grooms","PS3557.R562 B66 2001"
"","Boys and their toys? : masculinity, technology, and class in America / edited by Roger Horowitz","HQ1090.3 .B68 2001"
"Cooke, Lynne","Bridget Riley : reconnaissance / with essays by Lynne Cooke and John Elderfeld","ND497.R54 A4 2001"
"","Building social security : the challenge of privatization / Xenia Scheil-Adlung,  editor","HD7101 .B85 2001"
"","The Cambridge guide to children's books in English / [edited by] Victor Watson   advisory editors, Elizabeth L. Keyser, Juliet Partridge, Morag Styles","PR990 .C36 2001"
"","Carrier scale IP networks : designing and operating Internet networks / edited by Peter Willis","TK5105.5 .C37 2001"
"Ilachinski, Andrew","Cellular automata : a discrete universe / Andrew Ilachinski","QA267.5.C45 I43 2001"
"Sills, Paul","A Christmas carol / Charles Dickens   adapted for the stage by Paul Sills","PS3569.I449 C48 2001"
"Humphrey, Stephen C","Churches and cathedrals of London / text by Stephen Humphrey   photographs by James Morris   foreword by Andrew Lloyd Webber","NA5470.A1 H86 2001"
"McFarland, Linda, 1943-","Cold War strategist : Stuart Symington and the search for national security / Linda McFarland","E748.S95 M38 2001"
"Coleman, Richard J","Competing truths : theology and science as sibling rivals / Richard J. Coleman","BL240.2 .C643 2001"
"Bliss, Katherine Elaine, 1968-","Compromised positions : prostitution, public health, and gender politics in revolutionary Mexico City / Katherine Elaine Bliss","HQ151.M49 B54 2001"
